Region,Year,Activities,ActivityType,Gender,HaveJob,TimeUse
27000,2001,Caring and nursing,Secondary Activities,Female,,7
28000,2001,Caring and nursing,Secondary Activities,Female,,4
29000,2001,Caring and nursing,Secondary Activities,Female,,5
30000,2001,Caring and nursing,Secondary Activities,Female,,6
31000,2001,Caring and nursing,Secondary Activities,Female,,5
32000,2001,Caring and nursing,Secondary Activities,Female,,6
33000,2001,Caring and nursing,Secondary Activities,Female,,5
34000,2001,Caring and nursing,Secondary Activities,Female,,7
35000,2001,Caring and nursing,Secondary Activities,Female,,4
36000,2001,Caring and nursing,Secondary Activities,Female,,5
37000,2001,Caring and nursing,Secondary Activities,Female,,6
38000,2001,Caring and nursing,Secondary Activities,Female,,6
39000,2001,Caring and nursing,Secondary Activities,Female,,4
40000,2001,Caring and nursing,Secondary Activities,Female,,6
41000,2001,Caring and nursing,Secondary Activities,Female,,5
42000,2001,Caring and nursing,Secondary Activities,Female,,6
43000,2001,Caring and nursing,Secondary Activities,Female,,5
44000,2001,Caring and nursing,Secondary Activities,Female,,4
45000,2001,Caring and nursing,Secondary Activities,Female,,6
46000,2001,Caring and nursing,Secondary Activities,Female,,9
47000,2001,Caring and nursing,Secondary Activities,Female,,7
0,2006,Caring and nursing,Secondary Activities,Female,,5
1000,2006,Caring and nursing,Secondary Activities,Female,,6
2000,2006,Caring and nursing,Secondary Activities,Female,,6
3000,2006,Caring and nursing,Secondary Activities,Female,,4
4000,2006,Caring and nursing,Secondary Activities,Female,,4
5000,2006,Caring and nursing,Secondary Activities,Female,,5
6000,2006,Caring and nursing,Secondary Activities,Female,,6
7000,2006,Caring and nursing,Secondary Activities,Female,,4
8000,2006,Caring and nursing,Secondary Activities,Female,,4
9000,2006,Caring and nursing,Secondary Activities,Female,,5
10000,2006,Caring and nursing,Secondary Activities,Female,,4
11000,2006,Caring and nursing,Secondary Activities,Female,,4
12000,2006,Caring and nursing,Secondary Activities,Female,,4
13000,2006,Caring and nursing,Secondary Activities,Female,,5
14000,2006,Caring and nursing,Secondary Activities,Female,,6
15000,2006,Caring and nursing,Secondary Activities,Female,,6
16000,2006,Caring and nursing,Secondary Activities,Female,,3
17000,2006,Caring and nursing,Secondary Activities,Female,,4
18000,2006,Caring and nursing,Secondary Activities,Female,,4
19000,2006,Caring and nursing,Secondary Activities,Female,,4
20000,2006,Caring and nursing,Secondary Activities,Female,,4
21000,2006,Caring and nursing,Secondary Activities,Female,,5
22000,2006,Caring and nursing,Secondary Activities,Female,,5
23000,2006,Caring and nursing,Secondary Activities,Female,,3
24000,2006,Caring and nursing,Secondary Activities,Female,,4
25000,2006,Caring and nursing,Secondary Activities,Female,,6
26000,2006,Caring and nursing,Secondary Activities,Female,,6
27000,2006,Caring and nursing,Secondary Activities,Female,,4
28000,2006,Caring and nursing,Secondary Activities,Female,,6
29000,2006,Caring and nursing,Secondary Activities,Female,,5
30000,2006,Caring and nursing,Secondary Activities,Female,,6
31000,2006,Caring and nursing,Secondary Activities,Female,,5
32000,2006,Caring and nursing,Secondary Activities,Female,,3
33000,2006,Caring and nursing,Secondary Activities,Female,,4
34000,2006,Caring and nursing,Secondary Activities,Female,,5
35000,2006,Caring and nursing,Secondary Activities,Female,,8
36000,2006,Caring and nursing,Secondary Activities,Female,,4
37000,2006,Caring and nursing,Secondary Activities,Female,,5
38000,2006,Caring and nursing,Secondary Activities,Female,,11
39000,2006,Caring and nursing,Secondary Activities,Female,,5
40000,2006,Caring and nursing,Secondary Activities,Female,,3
41000,2006,Caring and nursing,Secondary Activities,Female,,5
42000,2006,Caring and nursing,Secondary Activities,Female,,4
43000,2006,Caring and nursing,Secondary Activities,Female,,5
44000,2006,Caring and nursing,Secondary Activities,Female,,6
45000,2006,Caring and nursing,Secondary Activities,Female,,5
46000,2006,Caring and nursing,Secondary Activities,Female,,5
47000,2006,Caring and nursing,Secondary Activities,Female,,7
0,2011,Caring and nursing,Secondary Activities,Female,,5
1000,2011,Caring and nursing,Secondary Activities,Female,,4
2000,2011,Caring and nursing,Secondary Activities,Female,,5
3000,2011,Caring and nursing,Secondary Activities,Female,,4
4000,2011,Caring and nursing,Secondary Activities,Female,,3
5000,2011,Caring and nursing,Secondary Activities,Female,,5
6000,2011,Caring and nursing,Secondary Activities,Female,,4
7000,2011,Caring and nursing,Secondary Activities,Female,,5
8000,2011,Caring and nursing,Secondary Activities,Female,,4
9000,2011,Caring and nursing,Secondary Activities,Female,,6
10000,2011,Caring and nursing,Secondary Activities,Female,,5
11000,2011,Caring and nursing,Secondary Activities,Female,,4
12000,2011,Caring and nursing,Secondary Activities,Female,,4
13000,2011,Caring and nursing,Secondary Activities,Female,,7
14000,2011,Caring and nursing,Secondary Activities,Female,,5
15000,2011,Caring and nursing,Secondary Activities,Female,,5
16000,2011,Caring and nursing,Secondary Activities,Female,,4
17000,2011,Caring and nursing,Secondary Activities,Female,,4
18000,2011,Caring and nursing,Secondary Activities,Female,,5
19000,2011,Caring and nursing,Secondary Activities,Female,,5
20000,2011,Caring and nursing,Secondary Activities,Female,,3
21000,2011,Caring and nursing,Secondary Activities,Female,,4
22000,2011,Caring and nursing,Secondary Activities,Female,,4
23000,2011,Caring and nursing,Secondary Activities,Female,,3
24000,2011,Caring and nursing,Secondary Activities,Female,,6
25000,2011,Caring and nursing,Secondary Activities,Female,,5
26000,2011,Caring and nursing,Secondary Activities,Female,,5
27000,2011,Caring and nursing,Secondary Activities,Female,,5
28000,2011,Caring and nursing,Secondary Activities,Female,,4
29000,2011,Caring and nursing,Secondary Activities,Female,,4
30000,2011,Caring and nursing,Secondary Activities,Female,,6
31000,2011,Caring and nursing,Secondary Activities,Female,,6
32000,2011,Caring and nursing,Secondary Activities,Female,,5
33000,2011,Caring and nursing,Secondary Activities,Female,,5
34000,2011,Caring and nursing,Secondary Activities,Female,,6
35000,2011,Caring and nursing,Secondary Activities,Female,,5
36000,2011,Caring and nursing,Secondary Activities,Female,,6
37000,2011,Caring and nursing,Secondary Activities,Female,,7
38000,2011,Caring and nursing,Secondary Activities,Female,,8
39000,2011,Caring and nursing,Secondary Activities,Female,,5
40000,2011,Caring and nursing,Secondary Activities,Female,,4
41000,2011,Caring and nursing,Secondary Activities,Female,,4
42000,2011,Caring and nursing,Secondary Activities,Female,,5
43000,2011,Caring and nursing,Secondary Activities,Female,,5
44000,2011,Caring and nursing,Secondary Activities,Female,,7
45000,2011,Caring and nursing,Secondary Activities,Female,,5
46000,2011,Caring and nursing,Secondary Activities,Female,,6
47000,2011,Caring and nursing,Secondary Activities,Female,,8
0,2016,Caring and nursing,Secondary Activities,Female,,6
1000,2016,Caring and nursing,Secondary Activities,Female,,5
2000,2016,Caring and nursing,Secondary Activities,Female,,4
3000,2016,Caring and nursing,Secondary Activities,Female,,5
4000,2016,Caring and nursing,Secondary Activities,Female,,6
5000,2016,Caring and nursing,Secondary Activities,Female,,5
6000,2016,Caring and nursing,Secondary Activities,Female,,4
7000,2016,Caring and nursing,Secondary Activities,Female,,3
8000,2016,Caring and nursing,Secondary Activities,Female,,5
9000,2016,Caring and nursing,Secondary Activities,Female,,4
10000,2016,Caring and nursing,Secondary Activities,Female,,5
11000,2016,Caring and nursing,Secondary Activities,Female,,5
12000,2016,Caring and nursing,Secondary Activities,Female,,4
13000,2016,Caring and nursing,Secondary Activities,Female,,7
14000,2016,Caring and nursing,Secondary Activities,Female,,5
15000,2016,Caring and nursing,Secondary Activities,Female,,5
16000,2016,Caring and nursing,Secondary Activities,Female,,4
17000,2016,Caring and nursing,Secondary Activities,Female,,6
18000,2016,Caring and nursing,Secondary Activities,Female,,8
19000,2016,Caring and nursing,Secondary Activities,Female,,7
20000,2016,Caring and nursing,Secondary Activities,Female,,7
21000,2016,Caring and nursing,Secondary Activities,Female,,7
22000,2016,Caring and nursing,Secondary Activities,Female,,5
23000,2016,Caring and nursing,Secondary Activities,Female,,5
24000,2016,Caring and nursing,Secondary Activities,Female,,5
25000,2016,Caring and nursing,Secondary Activities,Female,,4
26000,2016,Caring and nursing,Secondary Activities,Female,,4
27000,2016,Caring and nursing,Secondary Activities,Female,,5
28000,2016,Caring and nursing,Secondary Activities,Female,,6
29000,2016,Caring and nursing,Secondary Activities,Female,,5
30000,2016,Caring and nursing,Secondary Activities,Female,,8
31000,2016,Caring and nursing,Secondary Activities,Female,,5
32000,2016,Caring and nursing,Secondary Activities,Female,,7
33000,2016,Caring and nursing,Secondary Activities,Female,,6
34000,2016,Caring and nursing,Secondary Activities,Female,,5
35000,2016,Caring and nursing,Secondary Activities,Female,,7
36000,2016,Caring and nursing,Secondary Activities,Female,,6
37000,2016,Caring and nursing,Secondary Activities,Female,,7
38000,2016,Caring and nursing,Secondary Activities,Female,,9
39000,2016,Caring and nursing,Secondary Activities,Female,,8
40000,2016,Caring and nursing,Secondary Activities,Female,,7
41000,2016,Caring and nursing,Secondary Activities,Female,,4
42000,2016,Caring and nursing,Secondary Activities,Female,,8
43000,2016,Caring and nursing,Secondary Activities,Female,,4
44000,2016,Caring and nursing,Secondary Activities,Female,,6
45000,2016,Caring and nursing,Secondary Activities,Female,,6
46000,2016,Caring and nursing,Secondary Activities,Female,,7
47000,2016,Caring and nursing,Secondary Activities,Female,,9
0,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
1000,1996,Caring and nursing,Secondary Activities,Female,TRUE,2
2000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
3000,1996,Caring and nursing,Secondary Activities,Female,TRUE,7
4000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
5000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
6000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
7000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
8000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
9000,1996,Caring and nursing,Secondary Activities,Female,TRUE,2
10000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
11000,1996,Caring and nursing,Secondary Activities,Female,TRUE,2
12000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
13000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
14000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
15000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
16000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
17000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
18000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
19000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
20000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
21000,1996,Caring and nursing,Secondary Activities,Female,TRUE,7
22000,1996,Caring and nursing,Secondary Activities,Female,TRUE,5
23000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
24000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
25000,1996,Caring and nursing,Secondary Activities,Female,TRUE,5
26000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
27000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
28000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
29000,1996,Caring and nursing,Secondary Activities,Female,TRUE,1
30000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
31000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
32000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
33000,1996,Caring and nursing,Secondary Activities,Female,TRUE,5
34000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
35000,1996,Caring and nursing,Secondary Activities,Female,TRUE,2
36000,1996,Caring and nursing,Secondary Activities,Female,TRUE,2
37000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
38000,1996,Caring and nursing,Secondary Activities,Female,TRUE,5
39000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
40000,1996,Caring and nursing,Secondary Activities,Female,TRUE,5
41000,1996,Caring and nursing,Secondary Activities,Female,TRUE,2
42000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
43000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
44000,1996,Caring and nursing,Secondary Activities,Female,TRUE,4
45000,1996,Caring and nursing,Secondary Activities,Female,TRUE,5
46000,1996,Caring and nursing,Secondary Activities,Female,TRUE,3
47000,1996,Caring and nursing,Secondary Activities,Female,TRUE,2
0,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
1000,2001,Caring and nursing,Secondary Activities,Female,TRUE,2
2000,2001,Caring and nursing,Secondary Activities,Female,TRUE,5
3000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
4000,2001,Caring and nursing,Secondary Activities,Female,TRUE,2
5000,2001,Caring and nursing,Secondary Activities,Female,TRUE,5
6000,2001,Caring and nursing,Secondary Activities,Female,TRUE,7
7000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
8000,2001,Caring and nursing,Secondary Activities,Female,TRUE,2
9000,2001,Caring and nursing,Secondary Activities,Female,TRUE,5
10000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
11000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
12000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
13000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
14000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
15000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
16000,2001,Caring and nursing,Secondary Activities,Female,TRUE,5
17000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
18000,2001,Caring and nursing,Secondary Activities,Female,TRUE,5
19000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
20000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
21000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
22000,2001,Caring and nursing,Secondary Activities,Female,TRUE,5
23000,2001,Caring and nursing,Secondary Activities,Female,TRUE,5
24000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
25000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
26000,2001,Caring and nursing,Secondary Activities,Female,TRUE,7
27000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
28000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
29000,2001,Caring and nursing,Secondary Activities,Female,TRUE,2
30000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
31000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
32000,2001,Caring and nursing,Secondary Activities,Female,TRUE,5
33000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
34000,2001,Caring and nursing,Secondary Activities,Female,TRUE,7
35000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
36000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
37000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
38000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
39000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
40000,2001,Caring and nursing,Secondary Activities,Female,TRUE,5
41000,2001,Caring and nursing,Secondary Activities,Female,TRUE,5
42000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
43000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
44000,2001,Caring and nursing,Secondary Activities,Female,TRUE,4
45000,2001,Caring and nursing,Secondary Activities,Female,TRUE,2
46000,2001,Caring and nursing,Secondary Activities,Female,TRUE,6
47000,2001,Caring and nursing,Secondary Activities,Female,TRUE,3
